Time [s],Primary Continuity,Backup Continuity,Low Voltage [V],High Voltage [V],Linear Acceleration X [m/s^2],Linear Acceleration Y [m/s^2],Linear Acceleration Z [m/s^2],Altitude [m],Flight State,Accleration X [m/s^2],Accleration Y [m/s^2],Accleration Z [m/s^2],Gravity Acceleration X [m/s^2],Gravity Acceleration Y [m/s^2],Gravity Acceleration Z [m/s^2],Magnetic Field Strength X [uT],Magnetic Field Strength Y [uT],Magnetic Field Strength Z [uT],Gyro 1,Gyro 2,Gyro 3,Euler Angles 1,Euler Angles 2,Euler Angles 3,Quaternion 1,Quaternion 2,Quaternion 3,Quaternion 4,High Current [A],Temperature,Pressure [hPa],Low Power [W],Low Current [A],High Power [W],Drill imu 1,Drill imu 2,Drill imu 3
792.16089,0,0,4.12125,12.54874,-0.08,-0.01,-0.01,23.42111,3,3.5,-9.12,-0.83,3.59,-9.08,-0.8,-5.5,46.1875,-13,0.00218,0,0.00109,239.4375,21.4375,95.0625,0.33606,-0.10474,-0.72815,0.58813,0,32.91562,926.33032,290,72.5,0,-6.10042,0.76375,7.84819
792.37036,0,0,4.1225,12.54874,-0.08,0,-0.01,23.57965,3,3.5,-9.11,-0.83,3.59,-9.08,-0.8,-4.25,45.75,-13.75,-0.00109,-0.00109,-0.00218,239.3125,21.4375,95.0625,0.33533,-0.10382,-0.72827,0.58856,0,32.91815,926.31396,290,70,0,-6.13155,0.75657,7.90086
792.57959,0,0,4.12125,12.55,-0.08,0,-0.01,23.44225,3,3.5,-9.09,-0.82,3.59,-9.08,-0.8,-5.5,47.25,-12.1875,0.00109,-0.00109,0.00109,239.125,21.4375,95.0625,0.33447,-0.10278,-0.72839,0.58905,0,32.9205,926.34546,290,70,0,-6.16507,0.75896,7.87213
793.6936,0,0,4.12125,12.55,-0.11,-0.02,0,23.47396,3,3.47,-9.11,-0.8,3.59,-9.08,-0.8,-5.5,46.1875,-12.1875,0.00109,0,0.00218,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,-1.25,32.76367,926.32983,290,72.5,10,-6.10761,0.73023,7.88171
793.90308,0,0,4.12,12.54874,-0.09,-0.02,0,23.26257,3,3.49,-9.11,-0.8,3.59,-9.08,-0.8,-5.0625,46.5625,-11.75,0,-0.00218,0.00218,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,-2.5,32.85585,926.34521,320,77.5,30,-6.10761,0.77572,7.90565
794.1123,0,0,4.12125,12.55,-0.07,-0.02,-0.01,23.53738,3,3.51,-9.11,-0.82,3.59,-9.08,-0.8,-5.75,47,-13,-0.00109,0.00109,0,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,-2.5,32.88828,926.33765,290,71.25,30,-6.11239,0.75657,7.88889
794.32178,0,0,4.1225,12.55,-0.08,-0.02,-0.03,23.24144,3,3.5,-9.11,-0.84,3.59,-9.08,-0.8,-5.75,46.5625,-13.25,0,-0.00218,0.00218,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,-1.25,32.90565,926.3374,310,73.75,10,-6.17464,0.75417,7.86734
794.53125,0,0,4.12125,12.55,-0.08,-0.02,-0.03,23.48453,3,3.5,-9.11,-0.84,3.59,-9.08,-0.8,-5.75,46.1875,-12.5625,0,0.00109,0.00109,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,0,32.9082,926.34521,310,73.75,0,-6.09803,0.74699,7.93917
794.74048,0,0,4.1225,12.55125,-0.1,-0.02,-0.05,23.37884,3,3.48,-9.11,-0.85,3.59,-9.08,-0.8,-5.5,46.5625,-13,0.00109,0,0.00109,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,1.25,32.91309,926.34399,310,73.75,10,-6.15788,0.72784,7.86974
794.94971,0,0,4.1225,12.54874,-0.09,-0.01,-0.01,23.29428,3,3.49,-9.1,-0.82,3.59,-9.08,-0.8,-5.0625,47,-13.5,0,0,0,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,0,32.91815,926.34766,350,83.75,0,-6.1531,0.76136,7.88889
795.15918,0,0,4.12,12.55,-0.11,-0.01,-0.02,23.44225,3,3.49,-9.11,-0.8,3.59,-9.08,-0.8,-5.75,46.5625,-13.75,-0.00109,-0.00218,0,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,-1.25,32.91815,926.33154,310,75,10,-6.10521,0.73263,7.85059
795.36841,0,0,4.1225,12.54874,-0.09,-0.02,-0.01,23.32599,3,3.47,-9.12,-0.82,3.59,-9.08,-0.8,-5.0625,47,-12.5625,0,-0.00109,0,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,0,32.92792,926.33472,290,72.5,0,-6.12676,0.7829,7.87453
795.57788,0,0,4.1225,12.54874,-0.09,-0.02,-0.01,23.74876,3,3.5,-9.1,-0.82,3.59,-9.08,-0.8,-5.5,46.5625,-13.25,-0.00218,0,-0.00327,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,0,32.92792,926.32495,290,71.25,0,-6.13873,0.76136,7.90805
795.78711,0,0,4.1225,12.55,-0.11,-0.01,-0.03,23.34713,3,3.47,-9.1,-0.84,3.59,-9.08,-0.8,-5.75,46.5625,-12.6875,0,-0.00109,0,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,-1.25,32.93047,926.31812,290,72.5,10,-6.13394,0.76136,7.89368
795.99634,0,0,4.1225,12.54874,-0.09,-0.04,0,23.47396,3,3.49,-9.13,-0.81,3.59,-9.08,-0.8,-5.5,46.5625,-13.75,0.00109,0,0,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,0,32.93047,926.35547,290,72.5,10,-6.15549,0.70868,7.9272
796.20581,0,0,4.12,12.54874,-0.09,-0.02,-0.02,23.44225,3,3.49,-9.11,-0.82,3.59,-9.08,-0.8,-5.75,46.5625,-13.75,0,0.00109,0,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,-2.5,32.92792,926.33813,320,78.75,30,-6.16267,0.74938,7.82425
796.41504,0,0,4.12,12.54874,-0.09,-0.04,0.01,23.37884,3,3.49,-9.13,-0.79,3.59,-9.08,-0.8,-5.75,46.5625,-13.375,-0.00109,-0.00109,0.00109,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,-1.25,32.93555,926.33081,310,73.75,10,-6.13634,0.75657,7.94156
796.62451,0,0,4.1225,12.55,-0.12,-0.01,-0.01,23.55851,3,3.46,-9.1,-0.82,3.59,-9.08,-0.8,-5.5,46.5625,-12.5625,0,0.00109,0,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,-1.25,32.93047,926.32593,310,73.75,0,-6.13155,0.7853,7.88889
796.83374,0,0,4.1225,12.54874,-0.09,-0.03,-0.02,23.51624,3,3.49,-9.11,-0.81,3.59,-9.08,-0.8,-5.75,46.5625,-11.75,0,0,0.00109,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,0,32.94296,926.33813,310,75,10,-6.12676,0.73023,7.89368
797.04297,0,0,4.1225,12.54874,-0.11,-0.01,-0.02,23.45282,3,3.48,-9.11,-0.8,3.59,-9.08,-0.8,-5.0625,46.1875,-13.375,0,0.00109,-0.00109,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,0,32.94043,926.34399,290,72.5,0,-6.11479,0.77572,7.9248
797.2522,0,0,4.12375,12.55,-0.09,-0.03,-0.02,23.30486,3,3.49,-9.12,-0.82,3.59,-9.08,-0.8,-5.5,46.1875,-13.25,0.00109,0.00109,0.00109,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,-1.25,32.93788,926.34888,310,73.75,10,-6.14591,0.76375,7.86495
797.46143,0,0,4.12,12.55,-0.11,-0.02,-0.03,23.39998,3,3.47,-9.11,-0.83,3.59,-9.08,-0.8,-5.0625,46.5625,-13.75,0.00327,-0.00109,0,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,0,32.94296,926.33325,320,78.75,0,-6.13394,0.75178,7.83861
797.6709,0,0,4.12125,12.54874,-0.12,-0.02,-0.04,23.32599,3,3.46,-9.11,-0.84,3.59,-9.08,-0.8,-5.75,45.5,-13,0,0,0.00109,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,0,32.94043,926.36157,690,72.5,0,-6.11,0.75896,7.90805
798.78442,0,0,4.1225,12.54874,-0.09,-0.02,-0.02,23.54794,3,3.49,-9.11,-0.82,3.59,-9.08,-0.8,-5.0625,45.75,-13,0.00218,0.00109,-0.00109,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,-2.5,32.78613,926.34595,290,72.5,30,-6.08127,0.75657,7.9272
798.99365,0,0,4.1225,12.54874,-0.09,-0.02,-0.01,23.50567,3,3.49,-9.11,-0.82,3.59,-9.08,-0.8,-5.5,46.5625,-13.75,0.00109,-0.00109,0,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,0,32.86581,926.33472,310,73.75,10,-6.08366,0.81882,7.91523
799.20313,0,0,4.12125,12.55,-0.1,-0.05,-0.02,23.36827,3,3.48,-9.14,-0.82,3.59,-9.08,-0.8,-5.5,46.5625,-12.5625,0.00218,-0.00218,-0.00109,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,0,32.90057,926.32251,310,75,0,-6.12197,0.75178,7.85777
799.41211,0,0,4.1175,12.55,-0.09,-0.01,-0.04,23.53738,3,3.49,-9.1,-0.85,3.59,-9.08,-0.8,-5.5,46.5625,-12.5625,0,0.00218,0,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,0,32.91054,926.32056,650,160,10,-6.08845,0.76854,7.94396
799.62183,0,0,4.0725,12.54874,-0.1,0,-0.04,23.37884,3,3.48,-9.08,-0.84,3.59,-9.08,-0.8,-5.75,47.6875,-12.1875,0,0.00109,0,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,-1.25,32.9205,926.33154,310,73.75,10,-6.09564,0.77333,7.86256
799.83105,0,0,4.1225,12.54874,-0.1,-0.01,-0.02,23.61136,3,3.48,-9.1,-0.82,3.59,-9.08,-0.8,-5.5,45.75,-13,-0.00218,0,0,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,-1.25,32.92558,926.33862,310,72.5,10,-6.15549,0.74938,7.8841
800.04028,0,0,4.12125,12.54874,-0.11,-0.03,-0.03,23.74876,3,3.47,-9.08,-0.85,3.59,-9.08,-0.8,-4.6875,46.1875,-12.5625,0,-0.00109,-0.00109,238.0625,21.4375,95.0625,0.32892,-0.09595,-0.72931,0.59216,-1.25,32.92558,926.32495,290,71.25,10,-6.14112,0.74699,7.86734
