Time (s),Altitude (ft),Total velocity (ft/s),Total acceleration (ft/s²),Air pressure (mbar)
97.615,57.015,14.71,1.075,981.599
98.115,49.507,15.321,1.222,981.767
98.615,42.023,14.619,1.404,981.935
99.115,34.514,15.416,1.596,982.102
99.594,27.35,14.539,1.834,982.271
100.012,21.102,15.341,1.918,982.431
100.412,15.089,14.736,1.513,982.571
100.912,7.585,15.279,1.085,982.706
101.412,0.101,14.655,1.249,982.874
# Event GROUND_HIT occurred at t=101.419 seconds
# Event SIMULATION_END occurred at t=101.419 seconds
101.419,0,14.665,1.42,983.041
